Estadística del Padrón Continuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.- Madrid, Comunidad de ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población por sexo, Sección y nacionalidad (principales nacionalidades).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidades: Personas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUSEC,Total Población,Españoles,Total Extranjeros,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total Africa,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,Rep. Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Oceanía y Apátridas
2800505031,2700,2608,92,53,4,0,1,8,2,1,2,29,0,0,0,2,0,1,1,0,33,1,0,5,5,2,0,4,2,11,1,0,1,4,4,0,0
2800601001,1854,1412,442,51,1,5,3,6,1,10,1,21,15,3,6,39,0,38,0,0,317,14,15,7,34,5,1,52,72,47,57,0,5,20,7,0,0
2800601002,2436,1735,701,75,0,7,0,4,8,12,0,39,21,0,4,62,0,54,1,0,518,6,5,13,73,5,3,182,120,34,59,1,6,25,11,1,0
2800601003,1847,1240,607,100,2,11,3,11,12,4,2,50,40,2,8,60,6,43,3,0,382,8,14,9,57,3,1,96,62,34,72,1,13,25,7,1,0
2800601004,2532,1878,654,76,3,9,0,11,2,16,2,28,28,1,14,63,0,57,0,0,447,17,13,15,75,4,3,124,49,61,52,0,7,40,23,0,0
2800601005,836,635,201,20,0,2,0,1,5,0,1,10,3,0,3,12,0,8,0,0,157,0,0,6,24,0,1,45,11,24,29,0,4,9,7,1,0
2800601006,1474,1126,348,49,1,7,0,10,1,2,1,25,6,0,1,74,1,72,0,0,204,5,7,3,40,0,0,58,16,34,22,0,3,15,10,0,0
2800601007,1727,1344,383,42,1,2,2,4,0,1,0,30,33,0,5,65,3,52,0,0,217,3,3,0,40,1,1,41,27,33,49,0,3,26,25,0,0
2800601008,1889,1367,522,73,3,7,1,7,0,8,1,46,36,4,16,101,1,79,0,1,280,5,9,8,43,2,8,90,19,29,39,2,8,31,10,2,1
2800601009,2392,1750,642,87,6,9,4,8,0,5,0,48,28,2,0,66,3,61,0,0,437,8,16,6,70,3,1,108,66,70,63,1,6,24,4,0,0
2800601011,772,583,189,31,0,13,1,1,1,2,1,12,0,0,0,32,0,31,0,0,124,0,4,1,23,0,0,35,17,18,21,0,4,2,0,0,0
2800601012,1168,940,228,18,1,0,0,1,1,1,0,14,14,4,9,20,0,16,1,0,166,1,3,1,37,1,0,36,32,18,24,2,2,10,8,0,0
2800601013,1790,1506,284,71,1,10,1,1,0,3,0,53,15,0,1,28,7,17,0,0,168,0,6,2,36,2,6,43,9,34,26,0,0,2,1,0,0
2800601014,1746,1413,333,21,1,3,0,3,0,2,0,12,20,9,7,49,0,35,1,3,235,3,17,8,33,5,1,42,20,40,46,0,1,8,7,0,0
2800601015,2037,1643,394,83,1,14,1,4,3,3,1,55,29,6,9,88,2,5,10,1,148,1,15,4,35,3,0,23,13,26,16,0,2,35,3,0,11
2800601016,1443,1137,306,46,0,4,1,10,2,2,1,20,16,1,0,33,1,32,0,0,194,10,1,6,24,1,2,41,34,39,16,1,8,17,10,0,0
2800601017,1125,816,309,20,0,4,1,5,0,0,1,7,9,0,1,49,0,43,0,0,216,2,18,6,35,1,0,60,18,29,41,0,1,15,9,0,0
2800601018,1728,1332,396,71,1,2,0,1,1,3,1,61,11,0,0,49,0,32,0,0,250,4,12,9,37,3,3,85,28,36,23,1,0,15,7,0,0
2800601019,735,604,131,12,0,2,0,3,1,0,0,6,5,4,0,12,0,11,0,0,102,0,8,1,28,0,0,29,5,19,9,0,0,0,0,0,0
2800601020,948,791,157,21,0,1,3,1,2,5,0,4,1,0,1,8,0,5,0,0,121,2,7,2,23,0,2,23,19,31,9,0,1,6,6,0,0
2800601021,1709,1400,309,57,1,0,3,1,2,5,1,44,16,2,2,12,0,10,0,0,197,5,5,7,33,3,0,58,8,52,21,0,0,27,23,0,0
2800601022,1657,1339,318,42,2,11,5,5,0,2,1,14,16,0,7,25,0,20,0,0,221,9,6,7,51,1,0,37,14,68,18,0,7,14,9,0,0
2800601023,2207,1819,388,73,0,5,2,7,0,4,0,54,68,6,10,10,0,5,2,0,210,4,9,5,59,5,3,45,16,35,18,0,9,26,17,0,1
2800601024,1302,1035,267,34,0,1,0,8,0,1,1,22,6,0,0,12,0,8,0,2,190,8,8,10,27,0,0,43,21,42,13,0,7,25,22,0,0
2800601025,1826,1591,235,38,0,1,0,5,0,3,1,26,2,0,0,9,0,8,0,0,176,0,9,10,38,1,0,21,22,36,20,0,10,10,4,0,0
2800601026,1111,972,139,40,2,0,4,0,0,1,1,31,0,0,0,0,0,0,0,0,96,1,5,5,28,0,4,21,5,17,1,1,3,3,1,0,0
2800601027,2467,2164,303,68,1,0,1,3,0,5,1,50,0,0,0,35,0,24,0,0,185,13,4,3,45,4,1,17,14,40,31,1,7,15,15,0,0
2800601028,1749,1634,115,21,0,9,1,1,3,2,2,0,5,0,5,33,8,18,0,0,52,2,0,0,3,0,3,22,7,10,3,0,2,4,2,0,0
2800601029,1438,1297,141,29,1,1,1,4,6,4,0,10,5,3,0,9,0,9,0,0,95,5,4,1,21,0,6,22,7,17,9,0,0,3,0,0,0
2800601030,2303,2148,155,57,2,12,9,5,1,5,1,15,1,1,0,11,0,3,5,0,80,9,1,2,16,0,0,9,8,16,2,3,6,6,1,1,0
2800601031,1761,1554,207,33,1,0,0,1,3,1,2,21,4,0,4,10,0,7,0,0,135,2,0,11,19,3,1,17,27,25,17,0,5,25,19,0,0
2800601032,2316,2006,310,80,2,2,4,8,0,11,1,45,1,0,1,52,6,45,0,0,163,10,2,13,56,2,2,15,9,19,12,0,1,14,6,0,0
2800601033,2354,1842,512,272,31,1,68,58,1,18,33,12,13,3,1,10,0,6,0,0,166,20,26,12,11,1,1,7,37,6,5,4,4,51,0,0,0
2800601034,1332,1066,266,119,21,1,49,12,0,7,12,5,5,2,2,3,0,3,0,0,117,21,10,11,8,1,9,6,18,11,0,1,5,22,0,0,0
2800601035,913,687,226,116,5,1,33,1,1,17,30,11,9,0,5,4,0,3,0,0,64,1,5,5,2,0,2,7,19,8,2,0,3,33,0,0,0
2800601036,2185,1556,629,243,32,3,28,26,3,25,50,41,20,1,1,22,0,11,1,0,274,14,21,16,11,3,11,25,73,17,8,1,13,64,5,0,6
2800601037,3066,2534,532,238,26,2,57,35,5,25,43,8,22,10,1,4,1,2,0,0,204,23,17,5,29,9,5,11,27,12,4,1,18,62,14,0,2
2800601038,1673,1465,208,46,4,2,1,14,3,1,2,17,17,0,4,10,0,10,0,0,122,0,2,2,41,1,1,34,5,24,5,2,1,13,13,0,0
2800601039,2820,2453,367,206,36,2,45,12,4,9,30,12,8,0,4,3,0,2,0,0,129,16,10,2,3,0,1,6,32,10,3,0,19,21,0,0,0
2800601040,2081,1554,527,263,20,1,48,34,6,16,36,21,24,8,4,12,0,8,0,0,208,26,10,13,14,4,17,5,40,12,4,1,9,20,1,0,0
2800601041,2149,1569,580,338,50,0,75,47,5,4,48,3,37,5,3,8,0,5,0,0,152,21,18,8,11,1,3,2,18,6,2,0,8,39,3,0,6
2800601042,1467,1179,288,37,0,0,1,1,6,2,0,23,16,1,6,51,0,47,3,1,155,5,16,2,21,0,5,43,12,9,30,0,4,29,0,0,0
2800601043,1141,832,309,51,0,5,0,8,0,1,2,33,5,0,0,36,1,28,1,0,208,9,6,2,38,6,1,53,20,19,41,0,3,6,0,1,3
2800601044,1944,1800,144,36,4,0,7,9,1,1,0,6,1,0,1,16,0,11,0,0,77,11,2,3,16,0,6,0,0,14,4,1,12,14,7,0,0
2800601045,1776,1576,200,71,3,1,2,8,1,2,1,46,1,0,1,22,0,21,0,0,87,3,1,3,11,2,0,17,21,20,2,0,3,19,16,0,0
2800601046,959,777,182,23,2,0,1,0,4,1,0,8,78,0,1,11,0,4,0,0,58,1,0,0,15,0,1,17,20,1,3,0,0,12,5,0,0
2800601047,1037,946,91,20,4,0,3,3,1,2,1,6,3,0,3,11,0,11,0,0,52,13,0,1,0,2,0,10,10,11,5,0,0,5,0,0,0
2800601048,2161,1830,331,136,27,2,35,27,2,4,8,13,15,1,3,10,1,2,0,0,119,2,15,5,4,1,9,7,33,9,5,0,4,51,9,0,0
2800601049,1705,1609,96,28,0,7,3,5,0,4,3,1,0,0,0,0,0,0,0,0,63,3,1,7,11,0,1,13,7,11,0,1,2,5,5,0,0
2800601050,1834,1725,109,49,9,1,13,13,0,1,1,3,1,0,1,2,0,2,0,0,41,5,1,0,10,0,3,1,2,1,0,0,16,16,6,0,0
2800601051,2278,2165,113,39,5,0,1,13,0,2,2,10,1,0,0,2,0,2,0,0,66,7,3,9,9,4,0,3,11,0,0,0,9,5,1,0,0
2800601052,2799,2738,61,20,2,0,5,3,0,2,2,1,4,0,1,2,0,2,0,0,32,4,4,5,9,1,1,1,1,2,1,0,0,3,0,0,0
2800601053,2292,2188,104,46,10,0,9,14,0,5,2,0,2,2,0,6,0,4,0,0,35,5,1,5,4,3,0,1,2,5,4,0,1,15,0,0,0
2800601054,1823,1680,143,37,4,0,2,9,0,6,5,3,7,2,4,18,1,15,0,0,68,14,4,1,11,4,0,5,4,14,1,1,8,13,10,0,0
2800601055,1966,1876,90,45,7,1,2,7,3,10,2,8,5,0,0,3,0,2,0,0,31,10,1,3,7,1,0,0,2,2,0,0,5,6,1,0,0
2800601056,1652,1507,145,46,1,0,1,14,0,3,5,17,5,0,1,24,0,11,0,0,62,7,1,3,10,2,2,15,4,3,3,0,3,8,5,0,0
2800601057,1897,1793,104,43,1,2,4,11,3,3,13,1,3,1,0,3,0,3,0,0,46,9,1,4,12,1,1,1,6,1,1,1,3,9,0,0,0
2800601058,1547,1489,58,11,0,6,1,0,1,1,0,0,1,0,0,8,1,0,0,0,36,1,3,6,7,0,0,6,2,7,0,0,3,2,0,0,0
2800601059,2892,2193,699,342,43,2,86,47,5,30,31,14,19,2,4,9,0,2,0,0,234,33,31,20,8,2,3,1,44,8,1,1,31,94,0,0,1
2800601060,818,756,62,27,7,0,5,4,0,3,4,2,3,1,0,0,0,0,0,0,28,1,0,4,2,0,0,3,5,4,1,0,1,4,0,0,0
2800601061,1076,962,114,35,2,1,2,6,0,11,0,10,13,6,1,20,6,8,0,1,42,4,1,0,13,0,0,14,1,2,2,2,2,4,1,0,0
2800601062,2000,1917,83,14,1,0,6,2,0,0,1,3,1,0,0,14,0,5,0,0,48,6,0,2,18,0,1,3,2,3,2,0,4,6,0,0,0
2800601063,1743,1669,74,23,0,3,0,1,2,5,3,3,4,0,1,8,0,7,0,0,32,4,0,4,4,0,2,2,1,2,0,0,7,7,0,0,0
2800701001,1374,1224,150,38,0,7,1,7,4,1,1,15,16,3,13,39,0,15,8,0,56,1,3,1,11,3,0,9,0,20,4,0,4,1,1,0,0
2800701002,2103,1535,568,106,1,6,0,1,13,9,1,72,32,1,31,199,2,162,6,0,177,6,9,4,27,2,1,53,8,27,32,0,3,54,24,28,0
2800701003,1470,1229,241,49,0,3,0,2,9,2,0,32,15,0,14,68,0,54,4,0,81,4,0,4,6,0,3,30,5,20,6,0,3,28,23,5,0
2800701004,1433,1125,308,88,0,12,1,4,6,1,2,59,25,1,20,64,0,52,4,0,100,6,12,1,9,0,1,31,8,12,9,0,0,31,5,25,0
2800701005,1665,1355,310,105,0,6,0,4,7,3,0,84,32,2,28,77,2,65,0,0,82,0,14,1,18,3,2,16,2,8,11,1,0,14,13,1,0
2800701006,966,713,253,79,0,11,0,2,3,3,2,57,14,0,14,46,0,29,4,0,94,0,1,4,4,0,0,41,2,25,9,0,4,20,20,0,0
2800701007,1534,1110,424,88,1,19,3,3,10,3,0,47,33,3,30,129,0,97,5,0,127,5,4,4,26,0,1,34,0,21,14,0,2,47,46,0,0
2800701008,1197,953,244,98,0,10,1,4,21,2,0,59,1,1,0,63,0,51,0,4,73,0,0,4,11,1,4,15,0,24,8,1,0,9,2,5,0
2800701009,911,612,299,96,1,2,1,1,2,4,0,79,11,0,11,90,0,67,10,0,86,0,0,1,19,1,0,28,3,17,11,0,0,16,15,0,0
2800701010,1578,1197,381,73,1,6,3,6,8,3,0,46,17,2,15,126,0,73,9,0,144,3,10,7,24,3,0,38,2,20,25,5,3,21,5,15,0
2800701011,1608,1178,430,120,0,11,1,4,2,5,0,96,36,1,34,74,0,66,7,0,160,8,5,0,20,1,0,59,6,39,20,0,1,40,34,2,0
2800701012,1388,1004,384,116,1,2,0,2,4,6,0,101,44,0,42,70,0,57,0,0,122,4,2,4,16,0,2,48,5,25,6,0,3,32,25,0,0
2800701013,1218,909,309,67,1,14,0,1,2,3,0,46,13,0,9,106,0,90,6,0,100,1,2,7,13,1,0,37,0,15,17,0,0,23,10,0,0
2800701014,978,771,207,47,2,2,0,2,4,5,0,29,13,0,13,74,0,66,4,0,68,5,9,5,11,0,0,26,1,6,1,0,3,5,0,5,0
2800701015,1122,963,159,31,6,3,2,2,6,1,2,8,2,0,1,69,0,66,1,1,47,5,1,0,4,2,0,22,2,2,8,0,0,10,10,0,0
2800701016,3145,2560,585,131,2,18,4,12,12,11,5,64,103,2,94,182,4,91,10,0,154,4,5,10,26,6,8,32,0,22,23,1,4,15,15,0,0
2800701017,3175,2970,205,65,0,6,4,9,2,7,2,33,4,0,4,64,0,27,2,0,53,3,0,2,5,1,5,8,0,15,1,1,8,19,12,0,0
2800701018,2684,2485,199,61,2,4,3,9,4,8,1,26,9,0,6,15,1,5,6,0,81,2,1,1,32,6,5,1,0,13,7,2,2,33,23,0,0
2800702001,1092,976,116,23,1,0,0,1,10,0,0,11,22,0,22,13,0,3,6,0,58,1,23,0,3,2,0,10,1,13,2,0,0,0,0,0,0
2800702002,788,705,83,23,0,0,1,4,4,0,0,14,23,0,18,4,0,4,0,0,30,2,4,0,10,1,0,0,3,5,0,0,2,3,1,0,0
2800702003,1447,1311,136,38,0,1,0,1,0,0,3,32,23,0,22,2,0,1,1,0,54,4,8,3,5,0,2,12,2,7,5,1,3,19,7,0,0
2800702004,1177,1049,128,21,0,3,0,1,3,1,1,11,40,3,34,14,4,7,2,0,47,2,5,3,6,0,1,3,2,12,1,0,1,6,6,0,0
2800702005,1374,1191,183,53,0,6,0,3,27,1,0,14,25,0,10,2,0,1,0,0,91,1,10,4,18,3,5,10,1,28,2,4,1,12,10,0,0
2800702006,1662,1492,170,63,2,0,0,2,6,2,1,47,37,1,35,8,0,4,3,0,52,1,11,0,7,4,4,4,3,11,2,0,2,10,7,0,0
2800702007,765,684,81,25,1,0,4,0,2,1,0,14,23,1,18,7,0,1,5,0,17,1,0,1,0,1,0,3,0,0,1,0,0,9,9,0,0
2800702008,772,711,61,9,0,0,0,3,2,0,0,4,6,0,6,0,0,0,0,0,46,1,2,0,8,0,0,5,5,16,1,0,4,0,0,0,0
2800702009,1372,1184,188,69,0,7,0,3,14,1,1,41,19,0,13,3,2,1,0,0,89,6,11,0,10,0,4,19,5,16,9,0,1,8,8,0,0
2800702010,960,886,74,35,0,0,0,8,0,1,0,25,5,0,3,1,0,1,0,0,30,0,4,0,6,1,3,9,1,4,0,1,1,3,1,0,0
2800702011,1249,1107,142,33,0,5,0,2,8,0,1,15,16,3,12,13,0,8,0,0,64,7,16,4,4,1,6,17,1,6,0,0,0,16,12,0,0
2800702012,1202,993,209,64,0,21,0,10,6,0,1,25,38,0,31,13,0,8,4,0,83,12,2,0,17,3,1,15,9,17,6,0,0,11,10,1,0
2800702013,1268,1162,106,42,0,11,0,0,4,1,0,26,6,1,2,8,0,7,1,0,49,2,0,0,6,1,2,17,1,11,4,0,2,1,1,0,0
2800702014,1547,1298,249,86,0,37,1,0,18,0,0,25,22,0,21,24,2,18,0,0,94,0,13,5,10,1,1,32,1,15,11,0,4,23,21,0,0
2800702015,1875,1741,134,46,1,4,3,12,4,3,0,18,11,0,10,17,0,16,1,0,46,1,1,5,13,0,0,11,0,12,1,0,1,14,9,1,0
2800702016,2295,2091,204,115,1,3,1,1,36,4,0,67,26,3,8,13,0,5,4,0,35,5,5,2,9,0,0,7,0,4,0,0,0,15,1,0,0
2800702017,1434,1341,93,36,0,2,0,5,2,0,0,27,4,0,4,10,1,7,2,0,39,8,2,0,2,0,2,8,1,10,0,0,1,4,4,0,0
2800702019,1690,1629,61,16,1,2,2,4,0,0,0,6,1,0,1,7,0,2,3,1,33,3,0,0,11,0,3,4,1,6,0,1,4,4,3,0,0
2800702020,1473,1390,83,25,0,2,1,3,0,2,0,17,1,0,1,26,0,5,1,0,31,4,0,2,6,10,1,4,2,1,0,0,0,0,0,0,0
2800702021,1822,1739,83,38,0,15,0,4,5,0,2,12,4,0,4,3,0,3,0,0,35,3,4,7,7,0,0,0,4,5,4,0,0,3,1,0,0
2800702022,1808,1586,222,70,0,20,2,3,7,1,0,33,18,3,15,40,0,37,0,0,83,3,7,4,17,0,1,13,8,9,4,0,0,11,9,1,0
2800702023,851,734,117,60,1,7,3,5,7,0,0,36,7,0,6,6,0,0,0,0,43,0,8,0,13,2,0,1,1,10,4,0,0,1,0,0,0
2800702024,971,869,102,47,0,0,0,3,11,0,0,33,7,1,0,9,0,7,0,0,35,1,7,2,11,7,0,4,0,2,0,0,0,4,4,0,0
2800702025,965,840,125,26,0,0,0,0,4,0,0,20,30,0,28,5,0,1,0,0,44,2,7,0,6,1,0,0,10,16,0,1,0,20,20,0,0
2800702026,729,630,99,28,1,13,0,5,1,1,0,6,8,0,8,7,0,7,0,0,35,14,2,0,3,0,2,5,4,4,1,0,0,21,21,0,0
2800702027,1279,1115,164,81,1,2,1,2,9,1,1,64,5,0,5,20,0,19,1,0,52,2,2,0,2,5,7,12,4,14,1,1,1,6,5,0,0
2800702028,1398,1295,103,28,2,8,0,1,2,0,0,14,13,0,13,12,0,1,8,0,41,4,1,1,9,1,0,3,1,13,5,1,0,9,8,0,0
2800702029,1372,1221,151,51,0,4,0,2,8,1,0,36,1,0,0,17,0,6,1,0,58,2,6,0,7,0,0,12,1,27,3,0,0,24,24,0,0
2800702030,1214,1162,52,29,0,0,0,2,1,0,0,25,2,2,0,3,0,2,0,0,6,0,0,1,1,0,0,0,0,3,0,0,0,12,12,0,0
2800702031,1787,1710,77,20,1,0,0,3,1,1,1,11,3,0,3,14,0,12,2,0,31,6,0,0,7,1,0,5,0,4,3,0,0,9,8,0,0
2800702032,2461,2398,63,28,4,2,2,4,2,7,2,3,3,0,3,4,0,2,1,0,23,2,1,1,8,3,0,0,0,2,1,0,5,5,0,4,0
2800702033,2159,2071,88,20,0,0,0,2,5,3,0,9,5,2,3,32,2,10,2,0,28,4,1,2,8,1,0,8,0,2,1,0,0,3,3,0,0
2800702034,2641,2554,87,39,0,2,2,10,8,3,0,10,4,0,4,7,0,0,1,0,26,2,0,2,1,5,3,4,2,5,1,0,0,11,9,0,0
2800702035,1504,1443,61,19,0,1,2,4,2,1,3,4,2,0,0,5,0,0,0,0,31,6,4,0,7,1,0,1,0,7,0,1,2,4,3,0,0
2800702036,873,817,56,19,0,1,1,0,3,0,1,12,8,0,7,11,0,8,0,0,11,0,1,0,1,0,0,5,0,4,0,0,0,7,7,0,0
2800702037,1315,1239,76,28,1,0,2,5,3,2,0,12,1,0,1,13,0,0,3,0,21,5,1,0,2,0,0,0,0,3,4,4,0,13,13,0,0
2800702038,1795,1730,65,28,0,0,4,7,0,1,3,11,1,1,0,6,0,4,2,0,13,3,0,1,0,0,0,3,0,0,0,2,0,17,16,0,0
2800703001,2052,1691,361,91,1,9,2,3,20,0,2,53,31,1,30,45,3,30,5,0,183,9,22,6,13,4,6,38,12,37,19,5,5,11,10,1,0
2800703002,1214,967,247,76,1,0,1,10,4,3,0,57,10,0,4,55,0,27,11,1,99,3,12,2,24,4,1,23,1,9,9,0,5,7,0,7,0
2800703003,942,812,130,43,3,0,0,1,0,1,0,37,6,0,5,26,0,13,5,0,52,2,3,0,5,0,0,30,0,5,1,0,1,3,3,0,0
2800703004,1346,1052,294,109,0,8,1,2,8,4,1,84,17,2,10,58,0,27,6,0,85,5,1,6,11,7,0,25,0,14,4,4,0,25,24,0,0
2800703005,1539,1337,202,69,0,5,0,1,9,4,0,49,8,0,7,35,0,4,9,0,82,1,7,6,10,9,0,15,6,13,12,0,1,8,0,0,0
2800703006,1033,804,229,71,0,5,1,2,8,0,0,55,5,2,3,33,0,21,1,0,117,2,9,0,16,1,0,64,2,17,5,0,0,3,1,2,0
2800703007,1040,811,229,65,0,2,0,2,3,3,0,54,20,0,19,35,1,26,2,0,97,2,0,8,14,1,1,32,2,10,18,3,3,12,4,0,0
2800703008,968,754,214,44,0,0,0,2,12,1,0,26,14,2,8,55,0,41,5,2,95,8,11,0,12,0,6,23,4,20,2,0,6,6,5,0,0
2800703009,1360,1180,180,72,1,12,1,8,4,1,1,42,10,0,5,10,0,3,0,0,72,1,10,0,14,1,7,18,0,7,2,5,7,16,14,0,0
2800703010,1541,1168,373,131,3,9,0,7,31,3,1,74,11,0,11,91,0,58,9,0,120,2,11,11,17,0,2,32,4,28,3,7,3,20,17,2,0
2800703011,964,869,95,51,0,2,2,0,1,0,4,42,20,2,18,7,0,2,5,0,17,0,0,1,3,3,0,3,3,2,1,0,1,0,0,0,0
2800703012,1867,1751,116,53,1,4,1,1,0,1,0,43,0,0,0,2,0,1,0,0,53,0,0,2,7,0,7,16,4,5,4,1,0,8,7,0,0
2800703013,1500,1378,122,62,0,6,0,6,8,2,1,39,14,0,14,11,0,1,2,0,35,4,7,1,9,1,0,3,0,10,0,0,0,0,0,0,0
2800703014,1494,1329,165,120,0,3,0,1,12,4,0,98,1,0,0,12,1,5,5,0,26,2,1,1,12,0,1,5,1,3,0,0,0,6,6,0,0
2800703015,1413,1267,146,60,0,5,0,2,9,0,0,44,22,0,11,2,0,0,0,0,50,0,7,3,8,1,0,3,0,15,8,0,2,12,11,0,0
2800703016,1295,1206,89,38,0,2,1,3,7,4,1,19,8,0,8,8,0,1,3,0,34,1,4,2,6,0,3,6,0,8,1,0,0,1,0,1,0
2800703017,1437,1282,155,41,0,0,0,4,1,3,1,31,0,0,0,28,0,10,3,0,72,3,7,1,13,1,12,14,0,19,1,0,0,13,13,0,1
2800703018,1565,1399,166,45,0,12,1,5,10,2,1,13,28,0,28,11,0,11,0,0,61,4,14,0,13,1,0,3,2,14,3,1,1,21,15,1,0
2800703019,1729,1540,189,71,0,1,1,2,1,5,1,60,13,1,12,13,0,8,2,0,78,5,12,2,11,1,0,8,6,22,1,1,1,14,13,0,0
2800703020,1303,1126,177,94,0,5,1,9,18,1,1,59,11,0,10,13,0,3,1,0,43,1,4,0,2,4,0,13,1,11,1,0,1,16,16,0,0
2800703021,1408,1207,201,92,3,5,0,5,1,2,0,75,16,0,16,25,0,10,7,6,62,7,14,1,8,1,5,9,1,10,1,1,1,6,5,1,0
2800703022,894,834,60,25,1,0,2,2,0,0,0,20,1,0,0,6,0,0,0,0,24,4,9,0,0,1,1,3,1,4,0,1,0,4,4,0,0
2800703023,918,837,81,40,0,0,0,1,6,1,1,31,0,0,0,8,0,3,0,0,19,1,4,3,0,1,0,3,0,3,2,0,1,14,5,0,0
2800703024,1309,1144,165,96,0,2,1,1,13,1,3,72,19,0,19,12,0,1,1,0,35,1,0,0,9,0,7,8,1,7,0,1,1,3,3,0,0
2800703025,1216,1037,179,56,0,1,1,0,7,2,0,45,16,0,5,24,0,5,4,0,74,0,3,0,24,0,2,32,0,3,4,0,1,9,8,0,0
2800703026,1044,833,211,61,0,8,0,0,0,1,0,49,28,5,23,41,0,37,0,0,65,0,7,0,27,0,1,5,6,6,13,0,0,16,4,12,0
2800703027,894,815,79,36,0,2,0,0,16,0,0,18,12,1,10,6,3,1,0,0,25,0,2,0,4,1,0,3,0,14,1,0,0,0,0,0,0
2800703028,695,591,104,42,0,12,0,5,5,3,0,17,20,0,18,1,0,1,0,0,35,3,3,0,6,3,3,1,5,0,1,8,1,6,6,0,0
2800703029,1104,859,245,68,0,1,2,2,8,1,1,53,14,0,12,68,0,50,10,0,90,1,1,1,15,0,3,25,5,23,6,1,5,5,5,0,0
2800704001,984,712,272,66,1,6,1,1,3,3,0,51,29,2,27,48,0,45,1,0,107,1,4,1,28,0,1,32,7,22,3,0,4,22,13,8,0
2800704002,1193,772,421,61,1,0,2,1,10,2,0,44,2,0,1,132,0,114,1,1,173,9,8,1,28,1,0,21,18,40,40,0,0,53,3,50,0
2800704003,1546,1028,518,115,0,10,1,0,7,4,1,91,37,1,34,190,0,165,1,0,164,1,10,1,21,0,10,65,1,26,23,0,0,12,6,4,0
2800704004,1554,1092,462,96,0,7,0,1,11,3,0,72,12,0,9,156,0,135,7,0,176,3,13,5,21,4,2,79,0,20,23,0,3,22,8,14,0
2800704005,1261,872,389,54,0,3,0,1,13,2,0,35,21,1,16,175,0,149,1,0,132,5,10,1,9,2,0,61,6,23,8,0,0,7,0,4,0
2800704006,1004,853,151,38,0,0,0,0,4,2,0,32,7,0,7,28,0,27,0,0,65,0,0,0,7,0,0,28,0,10,9,7,2,13,4,5,0
2800704007,1986,1782,204,81,2,16,0,5,29,3,1,25,33,1,23,23,0,14,0,0,55,5,8,2,10,0,0,17,6,2,1,1,0,12,10,0,0
2800704008,1859,1670,189,48,2,0,1,3,5,0,0,37,44,4,37,23,0,7,4,0,45,1,6,1,2,0,3,9,3,17,3,0,0,29,24,2,0
2800704009,1735,1300,435,146,0,17,0,7,16,3,1,101,30,3,27,119,3,85,6,0,107,4,4,3,16,1,6,34,4,23,4,0,2,33,10,20,0
2800704010,895,705,190,72,1,10,0,0,10,0,0,50,0,0,0,55,0,36,8,0,49,0,1,0,2,0,0,22,2,10,5,0,1,14,14,0,0
2800704011,1392,1091,301,83,0,10,2,2,11,0,0,57,18,0,15,74,0,58,0,0,106,1,5,0,26,1,0,32,1,28,7,0,5,20,18,1,0
2800704012,1097,827,270,80,1,7,0,3,9,2,0,57,50,0,47,55,0,51,2,0,83,1,1,2,20,0,3,20,0,27,5,1,0,2,2,0,0
2800704013,1455,1124,331,106,0,6,1,1,17,0,1,76,29,1,28,56,0,47,4,0,114,5,1,2,16,0,7,46,6,26,0,0,3,26,11,7,0
2800704014,1041,891,150,45,0,0,0,0,9,1,0,35,18,0,18,20,0,14,3,0,47,8,5,0,4,1,1,19,0,8,0,0,1,20,15,0,0
2800704015,1781,1596,185,103,8,3,0,0,36,0,0,55,25,1,24,12,0,4,7,0,37,0,2,0,15,2,0,9,1,5,0,0,3,8,8,0,0
2800704016,1379,1266,113,26,0,1,1,1,2,8,0,12,16,1,3,7,1,4,0,0,53,2,0,0,14,0,2,20,2,5,5,1,2,11,8,0,0
2800704017,1198,947,251,69,0,3,1,0,6,4,0,55,20,0,14,55,5,42,0,0,92,6,12,4,16,0,3,37,0,9,3,0,0,15,15,0,0
2800704018,1668,1516,152,59,0,3,0,0,26,0,0,30,17,1,11,23,0,20,1,0,53,2,0,2,7,1,3,18,6,7,5,0,2,0,0,0,0
2800704019,1139,1060,79,36,0,0,0,9,5,2,0,19,2,0,2,5,0,1,0,0,35,3,2,0,6,0,0,7,1,8,2,1,5,1,0,0,0
2800704020,1832,1689,143,55,0,9,0,5,12,0,0,28,11,0,11,13,0,8,0,0,55,11,0,0,12,0,1,18,0,10,0,1,0,9,9,0,0
