CUSEC,DISTRITO-SECCION,BARRIO,TRAMO,RENTAMEDIA
2807901001,01 - 001,11,9,Entre  46.300€ y 58.390€
2807901002,01 - 002,11,4,Entre 25.295€ y 27.760€
2807901003,01 - 003,11,5,Entre 27.760€ y 31.040€
2807901004,01 - 004,11,8,Entre 39.755€ y 46.300€
2807901006,01 - 006,11,7,Entre 34.950€ y 39.755€
2807901007,01 - 007,11,6,Entre 31.040€ y 34.950€
2807901008,01 - 008,11,6,Entre 31.040€ y 34.950€
2807901009,01 - 009,11,6,Entre 31.040€ y 34.950€
2807901011,01 - 011,11,6,Entre 31.040€ y 34.950€
2807901012,01 - 012,11,4,Entre 25.295€ y 27.760€
2807901013,01 - 013,11,2,Entre 21.215€ y 23.140€
2807901014,01 - 014,11,5,Entre 27.760€ y 31.040€
2807901015,01 - 015,11,5,Entre 27.760€ y 31.040€
2807901016,01 - 016,11,6,Entre 31.040€ y 34.950€
2807901018,01 - 018,11,6,Entre 31.040€ y 34.950€
2807901019,01 - 019,11,6,Entre 31.040€ y 34.950€
2807901020,01 - 020,11,5,Entre 27.760€ y 31.040€
2807901021,01 - 021,11,5,Entre 27.760€ y 31.040€
2807901022,01 - 022,12,4,Entre 25.295€ y 27.760€
2807901023,01 - 023,12,2,Entre 21.215€ y 23.140€
2807901024,01 - 024,12,2,Entre 21.215€ y 23.140€
2807901025,01 - 025,12,6,Entre 31.040€ y 34.950€
2807901026,01 - 026,12,5,Entre 27.760€ y 31.040€
2807901027,01 - 027,12,5,Entre 27.760€ y 31.040€
2807901028,01 - 028,12,3,Entre 23.140€ y 25.295€
2807901029,01 - 029,12,3,Entre 23.140€ y 25.295€
2807901030,01 - 030,12,1,Menos de 21.215€
2807901031,01 - 031,12,1,Menos de 21.215€
2807901032,01 - 032,12,4,Entre 25.295€ y 27.760€
2807901033,01 - 033,12,1,Menos de 21.215€
2807901034,01 - 034,12,1,Menos de 21.215€
2807901035,01 - 035,12,2,Entre 21.215€ y 23.140€
2807901036,01 - 036,12,1,Menos de 21.215€
2807901037,01 - 037,12,2,Entre 21.215€ y 23.140€
2807901038,01 - 038,12,1,Menos de 21.215€
2807901039,01 - 039,12,2,Entre 21.215€ y 23.140€
2807901040,01 - 040,12,3,Entre 23.140€ y 25.295€
2807901041,01 - 041,12,3,Entre 23.140€ y 25.295€
2807901042,01 - 042,12,3,Entre 23.140€ y 25.295€
2807901043,01 - 043,12,1,Menos de 21.215€
2807901045,01 - 045,12,3,Entre 23.140€ y 25.295€
2807901046,01 - 046,12,3,Entre 23.140€ y 25.295€
2807901047,01 - 047,12,1,Menos de 21.215€
2807901048,01 - 048,12,1,Menos de 21.215€
2807901049,01 - 049,12,1,Menos de 21.215€
2807901050,01 - 050,12,1,Menos de 21.215€
2807901051,01 - 051,12,1,Menos de 21.215€
2807901053,01 - 053,12,3,Entre 23.140€ y 25.295€
2807901054,01 - 054,12,1,Menos de 21.215€
2807901055,01 - 055,12,4,Entre 25.295€ y 27.760€
2807901056,01 - 056,12,5,Entre 27.760€ y 31.040€
2807901057,01 - 057,12,6,Entre 31.040€ y 34.950€
2807901058,01 - 058,12,6,Entre 31.040€ y 34.950€
2807901059,01 - 059,12,4,Entre 25.295€ y 27.760€
2807901061,01 - 061,13,6,Entre 31.040€ y 34.950€
2807901062,01 - 062,13,5,Entre 27.760€ y 31.040€
2807901063,01 - 063,13,5,Entre 27.760€ y 31.040€
2807901064,01 - 064,13,7,Entre 34.950€ y 39.755€
2807901065,01 - 065,13,6,Entre 31.040€ y 34.950€
2807901066,01 - 066,13,3,Entre 23.140€ y 25.295€
2807901067,01 - 067,13,6,Entre 31.040€ y 34.950€
2807901068,01 - 068,13,6,Entre 31.040€ y 34.950€
2807901069,01 - 069,13,3,Entre 23.140€ y 25.295€
2807901071,01 - 071,13,8,Entre 39.755€ y 46.300€
2807901072,01 - 072,13,8,Entre 39.755€ y 46.300€
2807901073,01 - 073,14,9,Entre  46.300€ y 58.390€
2807901074,01 - 074,14,5,Entre 27.760€ y 31.040€
2807901075,01 - 075,14,4,Entre 25.295€ y 27.760€
2807901076,01 - 076,14,5,Entre 27.760€ y 31.040€
2807901077,01 - 077,14,7,Entre 34.950€ y 39.755€
2807901079,01 - 079,14,6,Entre 31.040€ y 34.950€
2807901081,01 - 081,14,4,Entre 25.295€ y 27.760€
2807901082,01 - 082,14,5,Entre 27.760€ y 31.040€
2807901084,01 - 084,14,9,Entre  46.300€ y 58.390€
2807901087,01 - 087,14,9,Entre  46.300€ y 58.390€
2807901088,01 - 088,14,8,Entre 39.755€ y 46.300€
2807901089,01 - 089,14,7,Entre 34.950€ y 39.755€
2807901090,01 - 090,15,6,Entre 31.040€ y 34.950€
2807901091,01 - 091,15,5,Entre 27.760€ y 31.040€
2807901092,01 - 092,15,5,Entre 27.760€ y 31.040€
2807901093,01 - 093,15,4,Entre 25.295€ y 27.760€
2807901094,01 - 094,15,4,Entre 25.295€ y 27.760€
2807901095,01 - 095,15,3,Entre 23.140€ y 25.295€
2807901096,01 - 096,15,2,Entre 21.215€ y 23.140€
2807901097,01 - 097,15,3,Entre 23.140€ y 25.295€
2807901098,01 - 098,15,2,Entre 21.215€ y 23.140€
2807901099,01 - 099,15,4,Entre 25.295€ y 27.760€
2807901100,01 - 100,15,4,Entre 25.295€ y 27.760€
2807901101,01 - 101,15,3,Entre 23.140€ y 25.295€
2807901102,01 - 102,15,4,Entre 25.295€ y 27.760€
2807901103,01 - 103,15,8,Entre 39.755€ y 46.300€
2807901104,01 - 104,15,4,Entre 25.295€ y 27.760€
2807901105,01 - 105,15,5,Entre 27.760€ y 31.040€
2807901106,01 - 106,15,8,Entre 39.755€ y 46.300€
2807901107,01 - 107,15,9,Entre  46.300€ y 58.390€
2807901108,01 - 108,15,7,Entre 34.950€ y 39.755€
2807901109,01 - 109,15,4,Entre 25.295€ y 27.760€
2807901110,01 - 110,15,4,Entre 25.295€ y 27.760€
2807901111,01 - 111,15,5,Entre 27.760€ y 31.040€
2807901112,01 - 112,15,5,Entre 27.760€ y 31.040€
2807901113,01 - 113,15,4,Entre 25.295€ y 27.760€
2807901114,01 - 114,15,4,Entre 25.295€ y 27.760€
2807901115,01 - 115,15,5,Entre 27.760€ y 31.040€
2807901116,01 - 116,15,3,Entre 23.140€ y 25.295€
2807901117,01 - 117,16,5,Entre 27.760€ y 31.040€
2807901118,01 - 118,16,3,Entre 23.140€ y 25.295€
2807901119,01 - 119,16,2,Entre 21.215€ y 23.140€
2807901120,01 - 120,16,5,Entre 27.760€ y 31.040€
2807901121,01 - 121,16,5,Entre 27.760€ y 31.040€
2807901123,01 - 123,16,5,Entre 27.760€ y 31.040€
2807901124,01 - 124,16,7,Entre 34.950€ y 39.755€
2807902001,02 - 001,21,6,Entre 31.040€ y 34.950€
2807902002,02 - 002,21,5,Entre 27.760€ y 31.040€
2807902003,02 - 003,21,8,Entre 39.755€ y 46.300€
2807902004,02 - 004,21,8,Entre 39.755€ y 46.300€
2807902005,02 - 005,21,6,Entre 31.040€ y 34.950€
2807902006,02 - 006,21,8,Entre 39.755€ y 46.300€
2807902007,02 - 007,21,8,Entre 39.755€ y 46.300€
2807902008,02 - 008,21,6,Entre 31.040€ y 34.950€
2807902009,02 - 009,21,9,Entre  46.300€ y 58.390€
2807902010,02 - 010,21,7,Entre 34.950€ y 39.755€
2807902011,02 - 011,21,8,Entre 39.755€ y 46.300€
2807902013,02 - 013,21,8,Entre 39.755€ y 46.300€
2807902014,02 - 014,21,7,Entre 34.950€ y 39.755€
2807902015,02 - 015,22,7,Entre 34.950€ y 39.755€
2807902016,02 - 016,22,9,Entre  46.300€ y 58.390€
2807902017,02 - 017,22,9,Entre  46.300€ y 58.390€
2807902018,02 - 018,22,9,Entre  46.300€ y 58.390€
2807902019,02 - 019,22,9,Entre  46.300€ y 58.390€
2807902020,02 - 020,22,8,Entre 39.755€ y 46.300€
2807902021,02 - 021,22,6,Entre 31.040€ y 34.950€
2807902022,02 - 022,22,4,Entre 25.295€ y 27.760€
2807902023,02 - 023,22,6,Entre 31.040€ y 34.950€
2807902024,02 - 024,22,6,Entre 31.040€ y 34.950€
2807902025,02 - 025,22,6,Entre 31.040€ y 34.950€
2807902026,02 - 026,22,6,Entre 31.040€ y 34.950€
2807902027,02 - 027,22,7,Entre 34.950€ y 39.755€
2807902028,02 - 028,22,1,Menos de 21.215€
2807902029,02 - 029,22,2,Entre 21.215€ y 23.140€
2807902030,02 - 030,22,7,Entre 34.950€ y 39.755€
2807902031,02 - 031,22,9,Entre  46.300€ y 58.390€
2807902032,02 - 032,23,7,Entre 34.950€ y 39.755€
2807902033,02 - 033,23,6,Entre 31.040€ y 34.950€
2807902034,02 - 034,23,7,Entre 34.950€ y 39.755€
2807902035,02 - 035,23,5,Entre 27.760€ y 31.040€
2807902036,02 - 036,23,6,Entre 31.040€ y 34.950€
2807902037,02 - 037,23,7,Entre 34.950€ y 39.755€
2807902038,02 - 038,23,6,Entre 31.040€ y 34.950€
2807902039,02 - 039,23,6,Entre 31.040€ y 34.950€
2807902040,02 - 040,23,6,Entre 31.040€ y 34.950€
2807902041,02 - 041,23,4,Entre 25.295€ y 27.760€
2807902042,02 - 042,23,6,Entre 31.040€ y 34.950€
2807902043,02 - 043,23,5,Entre 27.760€ y 31.040€
2807902044,02 - 044,23,5,Entre 27.760€ y 31.040€
2807902045,02 - 045,23,5,Entre 27.760€ y 31.040€
2807902046,02 - 046,23,1,Menos de 21.215€
2807902047,02 - 047,23,2,Entre 21.215€ y 23.140€
2807902048,02 - 048,24,5,Entre 27.760€ y 31.040€
2807902049,02 - 049,24,9,Entre  46.300€ y 58.390€
2807902050,02 - 050,25,4,Entre 25.295€ y 27.760€
2807902051,02 - 051,25,8,Entre 39.755€ y 46.300€
2807902052,02 - 052,25,8,Entre 39.755€ y 46.300€
2807902053,02 - 053,25,8,Entre 39.755€ y 46.300€
2807902054,02 - 054,25,5,Entre 27.760€ y 31.040€
2807902055,02 - 055,25,7,Entre 34.950€ y 39.755€
2807902056,02 - 056,25,5,Entre 27.760€ y 31.040€
2807902057,02 - 057,25,5,Entre 27.760€ y 31.040€
2807902058,02 - 058,25,4,Entre 25.295€ y 27.760€
2807902059,02 - 059,25,6,Entre 31.040€ y 34.950€
2807902060,02 - 060,25,6,Entre 31.040€ y 34.950€
2807902061,02 - 061,25,5,Entre 27.760€ y 31.040€
2807902062,02 - 062,25,4,Entre 25.295€ y 27.760€
2807902063,02 - 063,25,4,Entre 25.295€ y 27.760€
2807902064,02 - 064,26,6,Entre 31.040€ y 34.950€
2807902065,02 - 065,26,5,Entre 27.760€ y 31.040€
2807902066,02 - 066,26,8,Entre 39.755€ y 46.300€
2807902067,02 - 067,26,3,Entre 23.140€ y 25.295€
2807902068,02 - 068,26,3,Entre 23.140€ y 25.295€
2807902069,02 - 069,26,7,Entre 34.950€ y 39.755€
2807902070,02 - 070,26,6,Entre 31.040€ y 34.950€
2807902071,02 - 071,26,7,Entre 34.950€ y 39.755€
2807902072,02 - 072,26,6,Entre 31.040€ y 34.950€
2807902073,02 - 073,26,6,Entre 31.040€ y 34.950€
2807902074,02 - 074,26,6,Entre 31.040€ y 34.950€
2807902075,02 - 075,26,6,Entre 31.040€ y 34.950€
2807902077,02 - 077,26,5,Entre 27.760€ y 31.040€
2807902078,02 - 078,26,6,Entre 31.040€ y 34.950€
2807902079,02 - 079,26,6,Entre 31.040€ y 34.950€
2807902080,02 - 080,26,8,Entre 39.755€ y 46.300€
2807902081,02 - 081,26,5,Entre 27.760€ y 31.040€
2807902082,02 - 082,26,4,Entre 25.295€ y 27.760€
2807902083,02 - 083,27,7,Entre 34.950€ y 39.755€
2807902085,02 - 085,22,9,Entre  46.300€ y 58.390€
2807902086,02 - 086,22,8,Entre 39.755€ y 46.300€
2807902087,02 - 087,22,10,Más de 58.390€ 
2807902088,02 - 088,22,6,Entre 31.040€ y 34.950€
2807902089,02 - 089,21,8,Entre 39.755€ y 46.300€
2807902090,02 - 090,21,8,Entre 39.755€ y 46.300€
2807902091,02 - 091,22,8,Entre 39.755€ y 46.300€
2807902092,02 - 092,22,8,Entre 39.755€ y 46.300€
2807902093,02 - 093,24,8,Entre 39.755€ y 46.300€
2807902094,02 - 094,22,10,Más de 58.390€ 
2807902095,02 - 095,21,9,Entre  46.300€ y 58.390€
2807902096,02 - 096,22,10,Más de 58.390€ 
2807902097,02 - 097,25,9,Entre  46.300€ y 58.390€
2807902098,02 - 098,25,8,Entre 39.755€ y 46.300€
2807902099,02 - 099,24,8,Entre 39.755€ y 46.300€
2807902100,02 - 100,24,8,Entre 39.755€ y 46.300€
2807902101,02 - 101,24,9,Entre  46.300€ y 58.390€
2807902102,02 - 102,24,9,Entre  46.300€ y 58.390€
2807902103,02 - 103,24,9,Entre  46.300€ y 58.390€
2807902104,02 - 104,24,8,Entre 39.755€ y 46.300€
2807902105,02 - 105,25,9,Entre  46.300€ y 58.390€
2807902106,02 - 106,25,9,Entre  46.300€ y 58.390€
2807902107,02 - 107,21,9,Entre  46.300€ y 58.390€
2807902108,02 - 108,22,9,Entre  46.300€ y 58.390€
2807902109,02 - 109,22,8,Entre 39.755€ y 46.300€
2807902110,02 - 110,24,9,Entre  46.300€ y 58.390€
2807903001,03 - 001,31,10,Más de 58.390€ 
2807903002,03 - 002,31,6,Entre 31.040€ y 34.950€
2807903003,03 - 003,31,8,Entre 39.755€ y 46.300€
2807903004,03 - 004,31,6,Entre 31.040€ y 34.950€
2807903005,03 - 005,31,5,Entre 27.760€ y 31.040€
2807903006,03 - 006,31,8,Entre 39.755€ y 46.300€
2807903007,03 - 007,31,4,Entre 25.295€ y 27.760€
2807903008,03 - 008,31,6,Entre 31.040€ y 34.950€
2807903009,03 - 009,31,8,Entre 39.755€ y 46.300€
2807903010,03 - 010,31,8,Entre 39.755€ y 46.300€
2807903011,03 - 011,31,7,Entre 34.950€ y 39.755€
2807903012,03 - 012,31,8,Entre 39.755€ y 46.300€
2807903013,03 - 013,31,7,Entre 34.950€ y 39.755€
2807903014,03 - 014,31,8,Entre 39.755€ y 46.300€
2807903015,03 - 015,31,6,Entre 31.040€ y 34.950€
2807903016,03 - 016,31,4,Entre 25.295€ y 27.760€
2807903017,03 - 017,31,7,Entre 34.950€ y 39.755€
2807903018,03 - 018,31,6,Entre 31.040€ y 34.950€
2807903019,03 - 019,31,9,Entre  46.300€ y 58.390€
2807903020,03 - 020,31,6,Entre 31.040€ y 34.950€
2807903021,03 - 021,31,6,Entre 31.040€ y 34.950€
2807903022,03 - 022,31,4,Entre 25.295€ y 27.760€
2807903023,03 - 023,31,7,Entre 34.950€ y 39.755€
2807903024,03 - 024,32,7,Entre 34.950€ y 39.755€
2807903025,03 - 025,32,7,Entre 34.950€ y 39.755€
2807903026,03 - 026,32,7,Entre 34.950€ y 39.755€
2807903027,03 - 027,32,6,Entre 31.040€ y 34.950€
2807903028,03 - 028,32,8,Entre 39.755€ y 46.300€
2807903029,03 - 029,32,10,Más de 58.390€ 
2807903030,03 - 030,32,10,Más de 58.390€ 
2807903031,03 - 031,33,8,Entre 39.755€ y 46.300€
2807903032,03 - 032,33,8,Entre 39.755€ y 46.300€
2807903033,03 - 033,33,8,Entre 39.755€ y 46.300€
2807903034,03 - 034,33,9,Entre  46.300€ y 58.390€
2807903035,03 - 035,33,9,Entre  46.300€ y 58.390€
2807903036,03 - 036,33,10,Más de 58.390€ 
2807903037,03 - 037,33,10,Más de 58.390€ 
2807903038,03 - 038,33,10,Más de 58.390€ 
2807903039,03 - 039,33,10,Más de 58.390€ 
2807903040,03 - 040,33,10,Más de 58.390€ 
2807903041,03 - 041,33,9,Entre  46.300€ y 58.390€
2807903042,03 - 042,33,8,Entre 39.755€ y 46.300€
2807903044,03 - 044,33,8,Entre 39.755€ y 46.300€
2807903045,03 - 045,33,10,Más de 58.390€ 
2807903046,03 - 046,33,10,Más de 58.390€ 
2807903047,03 - 047,33,8,Entre 39.755€ y 46.300€
2807903048,03 - 048,34,9,Entre  46.300€ y 58.390€
2807903049,03 - 049,34,9,Entre  46.300€ y 58.390€
2807903050,03 - 050,34,8,Entre 39.755€ y 46.300€
2807903051,03 - 051,34,9,Entre  46.300€ y 58.390€
2807903052,03 - 052,34,8,Entre 39.755€ y 46.300€
2807903053,03 - 053,34,7,Entre 34.950€ y 39.755€
2807903054,03 - 054,34,9,Entre  46.300€ y 58.390€
2807903055,03 - 055,34,4,Entre 25.295€ y 27.760€
2807903056,03 - 056,34,8,Entre 39.755€ y 46.300€
2807903057,03 - 057,34,8,Entre 39.755€ y 46.300€
2807903058,03 - 058,34,8,Entre 39.755€ y 46.300€
2807903059,03 - 059,34,7,Entre 34.950€ y 39.755€
2807903060,03 - 060,34,7,Entre 34.950€ y 39.755€
2807903061,03 - 061,34,6,Entre 31.040€ y 34.950€
2807903062,03 - 062,34,8,Entre 39.755€ y 46.300€
2807903063,03 - 063,34,9,Entre  46.300€ y 58.390€
2807903064,03 - 064,34,9,Entre  46.300€ y 58.390€
2807903065,03 - 065,34,9,Entre  46.300€ y 58.390€
2807903066,03 - 066,34,8,Entre 39.755€ y 46.300€
2807903067,03 - 067,34,10,Más de 58.390€ 
2807903069,03 - 069,35,10,Más de 58.390€ 
2807903070,03 - 070,35,10,Más de 58.390€ 
2807903071,03 - 071,35,10,Más de 58.390€ 
2807903073,03 - 073,35,9,Entre  46.300€ y 58.390€
2807903074,03 - 074,35,9,Entre  46.300€ y 58.390€
2807903076,03 - 076,35,9,Entre  46.300€ y 58.390€
2807903077,03 - 077,36,10,Más de 58.390€ 
2807903078,03 - 078,36,10,Más de 58.390€ 
2807903079,03 - 079,36,8,Entre 39.755€ y 46.300€
2807903080,03 - 080,36,10,Más de 58.390€ 
2807903081,03 - 081,36,10,Más de 58.390€ 
2807903082,03 - 082,36,10,Más de 58.390€ 
2807903084,03 - 084,36,10,Más de 58.390€ 
2807903085,03 - 085,36,10,Más de 58.390€ 
2807903086,03 - 086,36,9,Entre  46.300€ y 58.390€
2807903087,03 - 087,36,10,Más de 58.390€ 
2807903088,03 - 088,36,8,Entre 39.755€ y 46.300€
2807903089,03 - 089,31,9,Entre  46.300€ y 58.390€
2807903090,03 - 090,33,10,Más de 58.390€ 
2807903091,03 - 091,33,10,Más de 58.390€ 
2807903092,03 - 092,32,10,Más de 58.390€ 
2807903093,03 - 093,33,10,Más de 58.390€ 
2807903094,03 - 094,33,10,Más de 58.390€ 
2807903095,03 - 095,31,9,Entre  46.300€ y 58.390€
2807903096,03 - 096,31,9,Entre  46.300€ y 58.390€
2807903097,03 - 097,32,9,Entre  46.300€ y 58.390€
2807903098,03 - 098,32,7,Entre 34.950€ y 39.755€
2807903099,03 - 099,32,7,Entre 34.950€ y 39.755€
2807904001,04 - 001,41,10,Más de 58.390€ 
2807904002,04 - 002,41,10,Más de 58.390€ 
2807904003,04 - 003,41,10,Más de 58.390€ 
2807904004,04 - 004,41,10,Más de 58.390€ 
2807904005,04 - 005,41,10,Más de 58.390€ 
2807904006,04 - 006,41,10,Más de 58.390€ 
2807904007,04 - 007,41,10,Más de 58.390€ 
2807904008,04 - 008,41,8,Entre 39.755€ y 46.300€
2807904009,04 - 009,41,10,Más de 58.390€ 
2807904010,04 - 010,41,10,Más de 58.390€ 
2807904011,04 - 011,41,10,Más de 58.390€ 
2807904012,04 - 012,41,10,Más de 58.390€ 
2807904013,04 - 013,41,10,Más de 58.390€ 
2807904014,04 - 014,41,9,Entre  46.300€ y 58.390€
2807904015,04 - 015,42,10,Más de 58.390€ 
2807904016,04 - 016,42,9,Entre  46.300€ y 58.390€
2807904017,04 - 017,42,9,Entre  46.300€ y 58.390€
2807904018,04 - 018,42,9,Entre  46.300€ y 58.390€
2807904019,04 - 019,42,9,Entre  46.300€ y 58.390€
2807904020,04 - 020,42,9,Entre  46.300€ y 58.390€
2807904021,04 - 021,42,8,Entre 39.755€ y 46.300€
2807904023,04 - 023,42,8,Entre 39.755€ y 46.300€
2807904024,04 - 024,42,6,Entre 31.040€ y 34.950€
2807904025,04 - 025,42,8,Entre 39.755€ y 46.300€
2807904026,04 - 026,42,9,Entre  46.300€ y 58.390€
2807904027,04 - 027,42,7,Entre 34.950€ y 39.755€
2807904028,04 - 028,42,7,Entre 34.950€ y 39.755€
2807904029,04 - 029,42,9,Entre  46.300€ y 58.390€
2807904030,04 - 030,42,9,Entre  46.300€ y 58.390€
2807904031,04 - 031,42,9,Entre  46.300€ y 58.390€
2807904032,04 - 032,42,7,Entre 34.950€ y 39.755€
2807904033,04 - 033,42,8,Entre 39.755€ y 46.300€
2807904034,04 - 034,42,9,Entre  46.300€ y 58.390€
2807904035,04 - 035,42,8,Entre 39.755€ y 46.300€
2807904036,04 - 036,42,9,Entre  46.300€ y 58.390€
2807904037,04 - 037,42,8,Entre 39.755€ y 46.300€
2807904038,04 - 038,42,8,Entre 39.755€ y 46.300€
2807904039,04 - 039,42,9,Entre  46.300€ y 58.390€
2807904040,04 - 040,42,9,Entre  46.300€ y 58.390€
2807904041,04 - 041,42,7,Entre 34.950€ y 39.755€
2807904042,04 - 042,42,10,Más de 58.390€ 
2807904043,04 - 043,43,9,Entre  46.300€ y 58.390€
2807904044,04 - 044,43,9,Entre  46.300€ y 58.390€
2807904045,04 - 045,43,7,Entre 34.950€ y 39.755€
2807904046,04 - 046,43,8,Entre 39.755€ y 46.300€
2807904047,04 - 047,43,8,Entre 39.755€ y 46.300€
2807904048,04 - 048,43,7,Entre 34.950€ y 39.755€
2807904049,04 - 049,43,5,Entre 27.760€ y 31.040€
2807904050,04 - 050,43,6,Entre 31.040€ y 34.950€
2807904051,04 - 051,43,6,Entre 31.040€ y 34.950€
2807904052,04 - 052,43,8,Entre 39.755€ y 46.300€
2807904053,04 - 053,43,6,Entre 31.040€ y 34.950€
2807904054,04 - 054,43,8,Entre 39.755€ y 46.300€
2807904055,04 - 055,43,8,Entre 39.755€ y 46.300€
2807904056,04 - 056,43,8,Entre 39.755€ y 46.300€
2807904057,04 - 057,43,8,Entre 39.755€ y 46.300€
2807904058,04 - 058,43,7,Entre 34.950€ y 39.755€
2807904060,04 - 060,43,6,Entre 31.040€ y 34.950€
2807904061,04 - 061,44,9,Entre  46.300€ y 58.390€
2807904062,04 - 062,44,8,Entre 39.755€ y 46.300€
2807904063,04 - 063,44,7,Entre 34.950€ y 39.755€
2807904064,04 - 064,44,8,Entre 39.755€ y 46.300€
2807904065,04 - 065,44,8,Entre 39.755€ y 46.300€
2807904067,04 - 067,44,8,Entre 39.755€ y 46.300€
2807904068,04 - 068,44,8,Entre 39.755€ y 46.300€
2807904069,04 - 069,44,8,Entre 39.755€ y 46.300€
2807904070,04 - 070,44,7,Entre 34.950€ y 39.755€
2807904071,04 - 071,44,8,Entre 39.755€ y 46.300€
2807904072,04 - 072,44,8,Entre 39.755€ y 46.300€
2807904073,04 - 073,44,9,Entre  46.300€ y 58.390€
2807904074,04 - 074,44,8,Entre 39.755€ y 46.300€
2807904075,04 - 075,44,10,Más de 58.390€ 
2807904076,04 - 076,44,10,Más de 58.390€ 
2807904077,04 - 077,44,10,Más de 58.390€ 
2807904078,04 - 078,44,10,Más de 58.390€ 
2807904079,04 - 079,44,10,Más de 58.390€ 
2807904080,04 - 080,44,10,Más de 58.390€ 
2807904081,04 - 081,44,10,Más de 58.390€ 
2807904082,04 - 082,44,9,Entre  46.300€ y 58.390€
2807904083,04 - 083,44,9,Entre  46.300€ y 58.390€
2807904084,04 - 084,44,9,Entre  46.300€ y 58.390€
2807904085,04 - 085,44,7,Entre 34.950€ y 39.755€
2807904086,04 - 086,44,8,Entre 39.755€ y 46.300€
2807904087,04 - 087,44,8,Entre 39.755€ y 46.300€
2807904088,04 - 088,44,7,Entre 34.950€ y 39.755€
2807904089,04 - 089,44,5,Entre 27.760€ y 31.040€
2807904090,04 - 090,44,7,Entre 34.950€ y 39.755€
2807904091,04 - 091,44,5,Entre 27.760€ y 31.040€
2807904092,04 - 092,44,7,Entre 34.950€ y 39.755€
2807904093,04 - 093,44,6,Entre 31.040€ y 34.950€
2807904094,04 - 094,44,9,Entre  46.300€ y 58.390€
2807904095,04 - 095,45,7,Entre 34.950€ y 39.755€
2807904096,04 - 096,45,9,Entre  46.300€ y 58.390€
2807904097,04 - 097,45,10,Más de 58.390€ 
2807904098,04 - 098,45,10,Más de 58.390€ 
2807904099,04 - 099,45,8,Entre 39.755€ y 46.300€
2807904100,04 - 100,45,9,Entre  46.300€ y 58.390€
2807904101,04 - 101,45,6,Entre 31.040€ y 34.950€
2807904102,04 - 102,45,6,Entre 31.040€ y 34.950€
2807904103,04 - 103,45,7,Entre 34.950€ y 39.755€
2807904104,04 - 104,45,8,Entre 39.755€ y 46.300€
2807904105,04 - 105,45,9,Entre  46.300€ y 58.390€
2807904106,04 - 106,45,6,Entre 31.040€ y 34.950€
2807904107,04 - 107,45,9,Entre  46.300€ y 58.390€
2807904108,04 - 108,45,7,Entre 34.950€ y 39.755€
2807904109,04 - 109,45,9,Entre  46.300€ y 58.390€
2807904110,04 - 110,45,8,Entre 39.755€ y 46.300€
2807904111,04 - 111,45,10,Más de 58.390€ 
2807904112,04 - 112,45,9,Entre  46.300€ y 58.390€
2807904113,04 - 113,45,9,Entre  46.300€ y 58.390€
2807904114,04 - 114,46,10,Más de 58.390€ 
2807904115,04 - 115,46,10,Más de 58.390€ 
2807904116,04 - 116,46,10,Más de 58.390€ 
2807904117,04 - 117,46,10,Más de 58.390€ 
2807904118,04 - 118,46,10,Más de 58.390€ 
2807904119,04 - 119,46,10,Más de 58.390€ 
2807904120,04 - 120,46,10,Más de 58.390€ 
2807904121,04 - 121,46,10,Más de 58.390€ 
2807904123,04 - 123,46,9,Entre  46.300€ y 58.390€
2807904124,04 - 124,46,8,Entre 39.755€ y 46.300€
2807904126,04 - 126,46,10,Más de 58.390€ 
2807904127,04 - 127,46,9,Entre  46.300€ y 58.390€
2807904128,04 - 128,46,8,Entre 39.755€ y 46.300€
2807904129,04 - 129,46,9,Entre  46.300€ y 58.390€
2807904130,04 - 130,46,10,Más de 58.390€ 
2807905001,05 - 001,51,10,Más de 58.390€ 
2807905002,05 - 002,51,10,Más de 58.390€ 
2807905003,05 - 003,51,10,Más de 58.390€ 
2807905004,05 - 004,51,10,Más de 58.390€ 
2807905005,05 - 005,51,10,Más de 58.390€ 
2807905006,05 - 006,51,10,Más de 58.390€ 
2807905007,05 - 007,51,10,Más de 58.390€ 
2807905008,05 - 008,51,10,Más de 58.390€ 
2807905009,05 - 009,51,10,Más de 58.390€ 
2807905010,05 - 010,51,9,Entre  46.300€ y 58.390€
2807905011,05 - 011,51,8,Entre 39.755€ y 46.300€
2807905012,05 - 012,51,8,Entre 39.755€ y 46.300€
2807905013,05 - 013,51,9,Entre  46.300€ y 58.390€
2807905014,05 - 014,52,7,Entre 34.950€ y 39.755€
2807905015,05 - 015,52,7,Entre 34.950€ y 39.755€
2807905016,05 - 016,52,6,Entre 31.040€ y 34.950€
2807905017,05 - 017,52,6,Entre 31.040€ y 34.950€
2807905018,05 - 018,52,6,Entre 31.040€ y 34.950€
2807905019,05 - 019,52,6,Entre 31.040€ y 34.950€
2807905020,05 - 020,52,8,Entre 39.755€ y 46.300€
2807905021,05 - 021,52,6,Entre 31.040€ y 34.950€
2807905022,05 - 022,52,7,Entre 34.950€ y 39.755€
2807905023,05 - 023,52,9,Entre  46.300€ y 58.390€
2807905024,05 - 024,52,8,Entre 39.755€ y 46.300€
2807905025,05 - 025,52,8,Entre 39.755€ y 46.300€
2807905026,05 - 026,52,8,Entre 39.755€ y 46.300€
2807905027,05 - 027,52,7,Entre 34.950€ y 39.755€
2807905028,05 - 028,52,6,Entre 31.040€ y 34.950€
